Rang;n° rue;Nom rue;Code postal;Ville;Date création;Nom société;APE;Catégorie;Nbr employé;Mise à jour;Date finance;Revenu;Profit
1987;178;RUE BARTHELEMY DELESPAUL;59000;LILLE;2013;BUND;7111Z;Activités d'architecture;;2014-11-09T00:00:00;30/09/2015;88727;1709
1988;32;RUE DE L HOPITAL MILITAIRE;59800;LILLE;1994;VAUBAN COLLECTIONS;4761Z;Commerce de détail de livres en magasin spécialisé;1;2009-03-31T00:00:00;31/12/2015;87713;-33
1989;12;RUE DE CANNES;59000;LILLE;2014;J.Y. COUTURON;7111Z;Activités d'architecture;;2014-12-15T00:00:00;31/12/2015;87062;33
1990;32;RUE DU COURT DEBOUT;59800;LILLE;2013;MARLES SPORT INVEST;7022Z;Conseil pour les affaires et autres conseils de gestion;;2013-04-25T00:00:00;30/04/2015;86965;30294
1991;27;RUE DUPUYTREN;59800;LILLE;2012;A L'ORIGINE;5520Z;Hébergement touristique et autre hébergement de courte durée;1;2015-04-12T00:00:00;31/03/2015;86929;7402
1992;121;RUE BARTHELEMY DELESPAUL;59000;LILLE;1996;FEDERATION REGIONALE DES SOCIETES MUSICALES NORD PAS DE CALAIS DIFFUSION SARL;9412Z;Activités des organisations professionnelles;1;2016-09-15T00:00:00;31/12/2015;86837;873
1993;165;AVENUE DE LA BRETAGNE;59000;LILLE;2014;DECROIX;7022Z;Conseil pour les affaires et autres conseils de gestion;3;2015-01-26T00:00:00;31/12/2015;86780;9819
1994;5;RUE LAMARTINE;59000;LILLE;2012;PREVIE;7022Z;Conseil pour les affaires et autres conseils de gestion;;2013-03-14T00:00:00;30/09/2015;86525;2510
1995;137;RUE DES POSTES;59000;LILLE;2003;JAZZIQUE;1071C;Boulangerie et boulangerie-pâtisserie;1;2015-06-03T00:00:00;31/03/2015;86410;-373
1996;511;AVENUE DE DUNKERQUE LOMME;59160;LILLE;2003;CREDIT FINANCE ASSURANCE;6622Z;Activités des agents et courtiers d'assurances;2;2007-03-02T00:00:00;30/09/2015;86089;6463
1997;169;AVENUE DE DUNKERQUE;59000;LILLE;2006;CREDIT FINANCE ASSURANCE;6622Z;Activités des agents et courtiers d'assurances;2;2016-09-02T00:00:00;30/09/2015;86089;6463
1998;21;AVENUE LE CORBUSIER;59800;LILLE;2007;SARL TERRITOIRES ET PROJETS;7112B;Ingénierie, études techniques;1;2015-07-22T00:00:00;31/12/2015;85637;756
1999;4;BOULEVARD LOUIS XIV;59800;LILLE;2006;IMMO INVEST;4120B;Construction d'autres bâtiments;;2010-12-10T00:00:00;31/12/2015;85615;-6793
2000;157;RUE JEAN JAURES LOMME;59160;LILLE;2012;VINIE CONCEPT;9602A;Coiffure;1;2012-10-12T00:00:00;30/04/2015;84581;1670
2001;30;PLACE CORMONTAIGNE;59000;LILLE;2009;ETIC;6810Z;Activités des marchands de biens immobiliers;0;2009-11-30T00:00:00;31/12/2015;84500;8751
2002;297;AVENUE DE DUNKERQUE LOMME;59160;LILLE;2014;E.U.R.L. DUFLOT;5630Z;Débits de boissons;1;2015-01-21T00:00:00;31/12/2015;84255;-19874
2003;3;ALLEE BRACKE DESROUSSEAUX;59260;LILLE;2014;SAMSTEE.AGENCEMENT;4332A;Travaux de menuiserie bois et PVC;;2016-09-20T00:00:00;30/06/2015;83875;2281
2004;5;RUE DE LA GRANDE CHAUSSEE;59800;LILLE;2009;DIAMINVEST;6420Z;Activités des sociétés holding;;2009-08-12T00:00:00;31/07/2015;81750;62095
2005;3;RUE DU PLAT;59800;LILLE;2012;SUBLIMA;9602B;Soins de beauté;;2012-08-29T00:00:00;31/12/2015;80559;7583
2006;59;RUE DU MOLINEL;59800;LILLE;2014;AC BRINS D'EPICES;5610C;Restauration de type rapide;0;2016-12-23T00:00:00;30/06/2015;79822;4051
2007;81;RUE DE TREVISE;59000;LILLE;2002;LA VOIX LACTEE;8552Z;Enseignement culturel;1;2007-05-10T00:00:00;31/12/2015;79474;-4914
2008;126;RUE SOLFERINO;59000;LILLE;2004;SARL ISIS;5610C;Restauration de type rapide;3;2016-12-06T00:00:00;31/03/2015;79180;-13807
2009;34;RUE DE LA BAIGNERIE;59800;LILLE;2013;MODUBO;5610A;Restauration traditionnelle;0;2016-02-10T00:00:00;30/09/2015;79153;5077
2010;6;RUE JEANNE MAILLOTTE;59800;LILLE;2013;BATHOMIK;5610C;Restauration de type rapide;3;2016-07-11T00:00:00;31/08/2015;78446;9839
2011;188;RUE NATIONALE;59800;LILLE;1994;BOLNAT SARL;6820B;Location de terrains et d'autres biens immobiliers;0;2015-06-06T00:00:00;31/12/2015;77546;39432
2012;679;AVENUE DE LA REPUBLIQUE;59800;LILLE;2012;WIN2DEV;7022Z;Conseil pour les affaires et autres conseils de gestion;1;2014-05-07T00:00:00;31/12/2015;77332;13250
2013;289;RUE DU FAUBOURG DES POSTES;59000;LILLE;2014;FRANCE CONSULTANTS EN CREATION DE COMPETENCES.;6202A;Conseil en systèmes et logiciels informatiques;0;2015-06-06T00:00:00;31/12/2015;77100;766
2014;17;RUE DE LA BASSEE;59000;LILLE;2015;DUCLOY EXPERTISE;7022Z;Conseil pour les affaires et autres conseils de gestion;1;2016-01-19T00:00:00;30/09/2015;76859;-7835
2015;13;PLACE VIEUX MARCHE AUX CHEVAUX;59800;LILLE;1999;BEAUTEMAIN;9602B;Soins de beauté;1;2014-07-17T00:00:00;30/09/2015;76820;10016
2016;40;RUE D ARTOIS;59000;LILLE;2003;FINANCIERE LEPAGE;6420Z;Activités des sociétés holding;0;2008-09-16T00:00:00;31/03/2015;76631;2930
2017;20;RUE DES CANONNIERS;59800;LILLE;2010;C++ CONSEIL;6202A;Conseil en systèmes et logiciels informatiques;1;2011-04-27T00:00:00;31/12/2015;76261;19567
2018;73;RUE DES ARTS;59800;LILLE;2009;PRINCESSE FIONA;5610C;Restauration de type rapide;0;2015-10-04T00:00:00;31/08/2015;75626;-6473
2019;85;RUE BARTHELEMY DELESPAUL;59000;LILLE;2012;SURFER ROSA;6420Z;Activités des sociétés holding;;2012-07-09T00:00:00;30/06/2015;75409;8240
2020;4;BOULEVARD JEAN BAPTISTE LEBAS;59000;LILLE;2011;TANDEM;6420Z;Activités des sociétés holding;;2015-07-09T00:00:00;31/12/2015;75402;39995
2021;55;RUE DE LA MONNAIE;59800;LILLE;1984;NOSTALGIE SARL;4771Z;Commerce de détail d'habillement en magasin spécialisé;1;2014-01-29T00:00:00;31/12/2015;75290;11505
2022;135;RUE DE PARIS;59800;LILLE;2015;SARL FILS ET TAFFETAS;1413Z;Fabrication de vàªtements de dessus;;2015-03-10T00:00:00;31/12/2015;75036;-1591
2023;;RUE JORIS KARL HUYSMANS;59000;LILLE;2013;ISMA TAXIS;4932Z;Transports de voyageurs par taxis;;2013-09-19T00:00:00;31/12/2015;75029;-1952
2024;142;RUE LEON GAMBETTA;59000;LILLE;2003;SOLEIL VETEMENTS;4771Z;Commerce de détail d'habillement en magasin spécialisé;1;2007-10-23T00:00:00;30/06/2015;74908;81
2025;679;AVENUE DE LA REPUBLIQUE;59800;LILLE;2012;ELICATEL EUROPE;6201Z;Programmation informatique;;2016-07-28T00:00:00;31/12/2015;74518;2424
2026;134;AVENUE DE DUNKERQUE;59000;LILLE;2012;HOLLYWOOD PIZZA;5610C;Restauration de type rapide;1;2014-02-23T00:00:00;31/12/2015;74434;-12641
2027;107;RUE CHANZY;59800;LILLE;2013;INFONIM;6202A;Conseil en systèmes et logiciels informatiques;;2013-07-19T00:00:00;31/12/2015;72082;8574
2028;21;RUE DU CURE ST ETIENNE;59800;LILLE;1994;TRUQUET IMMO;6820B;Location de terrains et d'autres biens immobiliers;0;2015-11-12T00:00:00;31/12/2015;72076;6874
2029;123;RUE DE CONDE;59000;LILLE;2012;TINGITANUM;6820B;Location de terrains et d'autres biens immobiliers;;2015-06-17T00:00:00;31/12/2015;72035;35459
2030;679;AVENUE DE LA REPUBLIQUE;59800;LILLE;2013;INEXAD;6203Z;Gestion d'installations informatiques;;2013-02-11T00:00:00;30/09/2015;71341;5680
2031;25;RUE DE LA BAIGNERIE;59800;LILLE;2015;TRJ SERVICES;8219Z;Photocopie prépa. documents & aut. activ. spéc. soutien de bureau;;2016-12-21T00:00:00;31/12/2015;70775;153916
2032;42;PLACE NOUVELLE AVENTURE;59000;LILLE;2014;ADMONA;4778C;Autres commerces de détail spécialisés divers;1;2014-07-09T00:00:00;31/12/2015;70587;2542
2033;19;PLACE DE BETHUNE;59800;LILLE;2003;HOLDING LERMINEZ;6420Z;Activités des sociétés holding;0;2004-02-05T00:00:00;31/01/2015;70234;3280
2034;51;BOULEVARD DE LA LIBERTE;59800;LILLE;2010;HANQUART CONSULTING;4619B;Autres intermédiaires du commerce en produits divers;;2010-03-22T00:00:00;28/02/2015;69834;5478
2035;62;RUE ESQUERMOISE;59800;LILLE;2010;LA LIBRAIRIE ESQUERMOISE;6430Z;Fonds de placement et entités financières similaires;;2011-06-17T00:00:00;31/07/2015;69600;22107
2036;49;RUE JULES GUESDE;59000;LILLE;2010;LIBRAIRIE ADAM;4761Z;Commerce de détail de livres en magasin spécialisé;1;2010-07-12T00:00:00;31/12/2015;69356;6178
2037;632;AVENUE DE DUNKERQUE LOMME;59160;LILLE;2012;CARMA;5630Z;Débits de boissons;0;2014-01-22T00:00:00;31/12/2015;68851;9949
2038;281;RUE LEON GAMBETTA;59000;LILLE;2012;INDIAN FASHION;4778C;Autres commerces de détail spécialisés divers;1;2013-07-03T00:00:00;30/06/2015;68650;-2538
2039;44;RUE LEON GAMBETTA;59000;LILLE;2015;SARL ELDAR LILLE;3213Z;Fabrication articles bijouterie fantaisie & articles similaires;1;2016-08-11T00:00:00;31/07/2015;68452;-2614
2040;14;RUE DU VIEUX FAUBOURG;59800;LILLE;2016;AVANA GROUPE;4799B;Vente par automate, aut. com. dét. hors mag., éventaire ou marché;1;2016-08-11T00:00:00;31/08/2015;68121;214
2041;14;PLACE DU LION D'OR;59800;LILLE;2005;7X2 FASHION;4771Z;Commerce de détail d'habillement en magasin spécialisé;1;2015-11-24T00:00:00;31/01/2015;67733;-4066
2042;80;RUE D IENA;59000;LILLE;2004;CHRONOSHOP;7311Z;Activités des agences de publicité;1;2004-10-22T00:00:00;31/03/2015;67038;4061
2043;96;RUE ROGER SALENGRO COUR LEROY;59260;LILLE;2004;TOP SERVICES;8121Z;Nettoyage courant des bâtiments;0;2011-08-06T00:00:00;30/06/2015;66928;16855
2044;121;RUE CHANZY (HELLEMMES);59260;LILLE;2012;CODEPS;6202A;Conseil en systèmes et logiciels informatiques;1;2013-06-27T00:00:00;30/11/2015;66078;29519
2045;21;AVENUE LE CORBUSIER;59800;LILLE;2009;SR DISTRIBUTION;4690Z;Commerce de gros (commerce interentreprises) non spécialisé;0;2012-09-19T00:00:00;31/03/2015;65495;-18335
2046;58;RUE FABRE D EGLANTINE;59000;LILLE;2007;EOLIDE;7022Z;Conseil pour les affaires et autres conseils de gestion;1;2014-12-16T00:00:00;31/12/2015;65430;16401
2047;52;RUE NEUVE LOMME;59160;LILLE;2015;LOMME HZ;8891A;Accueil de jeunes enfants;8;2015-07-06T00:00:00;31/08/2015;65315;-88540
2048;10;RUE DES CANONNIERS;59800;LILLE;2015;LOMME HZ;8891A;Accueil de jeunes enfants;8;2015-08-07T00:00:00;31/08/2015;65315;-88540
2049;;PORT FLUVIAL 1 ERE AVENUE;59000;LILLE;2015;DEMESERVICES;4942Z;Services de déménagement;1;2015-02-24T00:00:00;31/12/2015;64587;2250
2050;147;RUE DU FAUBOURG DES POSTES;59000;LILLE;2006;SARL UNIV'HAIR;9602A;Coiffure;1;2013-07-06T00:00:00;31/12/2015;64498;3016
2051;283;RUE DU BALLON;59800;LILLE;2005;HUBERT PORA CONSULTING;7022Z;Conseil pour les affaires et autres conseils de gestion;;2005-06-14T00:00:00;30/06/2015;64287;26606
2052;130;BOULEVARD DE LA LIBERTE;59800;LILLE;2015;LA MAGNANERIE;6820A;Location de logements;;2015-11-16T00:00:00;31/12/2015;64170;-76314
2053;3;RUE DE ROUBAIX;59800;LILLE;2013;NIN HAO;9604Z;Entretien corporel;1;2014-02-25T00:00:00;30/09/2015;63517;70
2054;207;RUE PIERRE LEGRAND;59800;LILLE;2009;NEW'S BRUSH;9602A;Coiffure;1;2009-02-09T00:00:00;31/03/2015;62484;-3110
2055;198;RUE PIERRE LEGRAND;59800;LILLE;2011;"""MS 2J""";6190Z;Autres activités de télécommunication;1;2011-11-07T00:00:00;31/12/2015;61742;-3520
2056;53;RUE JEANNE D ARC;59000;LILLE;2014;AF CONSEIL;7022Z;Conseil pour les affaires et autres conseils de gestion;1;2016-08-11T00:00:00;31/12/2015;61586;5560
2057;11;RUE DU MOLINEL;59800;LILLE;2009;ZELMAS;5610A;Restauration traditionnelle;1;2009-01-25T00:00:00;31/12/2015;61192;7580
2058;3;RUE CHAMBRE DES COMPTES;59800;LILLE;2008;ACF ASSISTANCE CONSEIL FONCIER;7022Z;Conseil pour les affaires et autres conseils de gestion;0;2015-10-21T00:00:00;31/12/2015;60940;18637
2059;10;RUE DU VIEUX MOULIN;59800;LILLE;2014;M.D. TRANSPORT;4941A;Transports routiers de fret interurbains;;2014-02-18T00:00:00;31/12/2015;60654;-4982
2060;295;AVENUE DE DUNKERQUE LOMME;59160;LILLE;2014;BATI TELECOM;4399C;Travaux de maà§onnerie générale et gros oeuvre de bâtiment;;2016-05-10T00:00:00;31/12/2015;60440;14867
2061;146;RUE NATIONALE;59800;LILLE;2003;AUTONOMIE ET SOLIDARITE;6430Z;Fonds de placement et entités financières similaires;1;2016-05-24T00:00:00;30/06/2015;60430;9388
2062;1;RUE FREDERIC MOTTEZ;59800;LILLE;2015;HUMAN INTERACTIVE;6202A;Conseil en systèmes et logiciels informatiques;;2015-03-11T00:00:00;31/12/2015;60239;17002
2063;145;AVENUE WILLY BRANDT;59777;LILLE;2014;ADAYSOFT;8299Z;Autres activités de soutien aux entreprises n.c.a.;1;2016-07-22T00:00:00;31/12/2015;60186;19375
2064;8;PLACE DU GENERAL DE GAULLE;59800;LILLE;2013;LES PRODUCTIONS CERCLE BLEU SA;5911A;Production de films et de programmes pour la télévision;1;2014-06-07T00:00:00;31/12/2015;59507;55515
2065;26;RUE PAUL DUEZ;59800;LILLE;1964;IMPRIMERIE F PLANQUART;4761Z;Commerce de détail de livres en magasin spécialisé;0;2014-06-18T00:00:00;31/08/2015;59484;2862
2066;57;RUE KLEBER (HELLEMMES);59260;LILLE;2016;N SMET;4322A;Travaux d'installation d'eau et de gaz en tous locaux;1;2016-07-10T00:00:00;30/06/2015;58970;6825
2067;33;QUAI DU WAULT;59800;LILLE;2015;F.D CONSEIL;7022Z;Conseil pour les affaires et autres conseils de gestion;1;2015-04-13T00:00:00;31/12/2015;57734;4190
2068;184;RUE LEON GAMBETTA;59000;LILLE;2008;HERMEL BOUTIQUE;4782Z;Comm. détail textiles habillt & chaussures s/éventaires & marchés;0;2016-09-25T00:00:00;31/12/2015;57720;605
2069;50;RUE DE GAND;59800;LILLE;2010;JF2H;5630Z;Débits de boissons;0;2011-01-30T00:00:00;31/12/2015;57577;1196
2070;7;RUE SAINT ANDRE;59800;LILLE;2012;MAJ.FOOD;5610C;Restauration de type rapide;1;2015-02-01T00:00:00;31/12/2015;57513;-27743
2071;197;RUE DU LONG POT;59800;LILLE;2013;NORD ARTOIS SEMI REMORQUES;4511Z;Commerce de voitures et de véhicules automobiles légers;;2014-03-18T00:00:00;31/03/2015;56809;12068
2072;123;AVENUE DE DUNKERQUE;59000;LILLE;2013;ISSER;9602A;Coiffure;3;2015-04-12T00:00:00;31/12/2015;56724;175
2073;258;RUE PIERRE LEGRAND;59800;LILLE;2015;ISSER;9602A;Coiffure;3;2015-08-27T00:00:00;31/12/2015;56724;175
2074;11;PARVIS DE ROTTERDAM;59777;LILLE;2015;INSURANCE BUSINESS SOLUTIONS;6622Z;Activités des agents et courtiers d'assurances;0;2016-10-13T00:00:00;31/12/2015;56663;-43526
2075;111;BOULEVARD VICTOR HUGO;59000;LILLE;2014;SLA SERVICES;4618Z;Interm. spécialisés commerce d'autres produits spécifiques;;2015-02-03T00:00:00;30/09/2015;56070;3060
2076;18;RUE BEAUCOURT DECOURCHELLES;59800;LILLE;2014;SARL BATITRAM;7490B;Activités spécialisées, scientifiques et techniques diverses;;2016-07-21T00:00:00;30/06/2015;55862;17800
2077;8;PLACE PIERRE MENDES FRANCE;59800;LILLE;2014;LE HAPPY;5630Z;Débits de boissons;1;2015-09-24T00:00:00;31/12/2015;55628;-41511
2078;28;RUE CAUMARTIN;59000;LILLE;2005;FELISITE;6201Z;Programmation informatique;;2012-06-19T00:00:00;31/12/2015;55382;14790
2079;81;RUE ANATOLE FRANCE LOMME;59160;LILLE;2011;P.F.;5610C;Restauration de type rapide;;2015-04-12T00:00:00;31/12/2015;54841;-175
2080;242;RUE NATIONALE;59800;LILLE;2013;PROPSY;7022Z;Conseil pour les affaires et autres conseils de gestion;1;2014-08-22T00:00:00;31/08/2015;54580;4277
2081;253;BOULEVARD DE LEEDS;59777;LILLE;2014;LINK +;4321A;Travaux d'installation électrique dans tous locaux;1;2016-01-31T00:00:00;31/03/2015;54256;21735
2082;203;RUE DE PARIS;59800;LILLE;2014;CPC INVEST;7010Z;Activités des sièges sociaux;;2015-05-31T00:00:00;31/12/2015;54167;34879
2083;35;RUE JULES VALLES;59800;LILLE;2005;OMHOVER ARCHITECTURE;7111Z;Activités d'architecture;;2005-01-07T00:00:00;31/12/2015;53669;22885
2084;2;ALLEE JULES VERNE;59260;LILLE;2011;DAR ESSALAM;6201Z;Programmation informatique;;2011-08-09T00:00:00;31/03/2015;53145;8109
2085;90;RUE DU FAUBOURG DE BETHUNE;59000;LILLE;2002;ALLIANCE DENTAIRE;4646Z;Commerce de gros de produits pharmaceutiques;0;2016-12-14T00:00:00;31/08/2015;53035;-49213
2086;99;RUE MASSENA;59800;LILLE;2012;SARL DU 4 RUE SAINT BLAISE;6820A;Location de logements;;2012-08-06T00:00:00;31/12/2015;52056;-14384
2087;339;RUE ROGER SALENGRO (HELLEMMES);59260;LILLE;2013;SARL SACODE;5610A;Restauration traditionnelle;1;2015-01-13T00:00:00;31/05/2015;51784;-2197
2088;24;RUE DE LA JUSTICE;59000;LILLE;2013;AT HOME CHAUFFAGE;4322A;Travaux d'installation d'eau et de gaz en tous locaux;1;2015-11-24T00:00:00;31/12/2015;51482;15183
2089;36;RUE D ARRAS;59000;LILLE;2013;ARTS NOUVEAUX;8559B;Autres enseignements;;2013-08-30T00:00:00;31/08/2015;50374;6458
2090;679;AVENUE DE LA REPUBLIQUE;59800;LILLE;2012;MA NOUNOU A MOI 59;8891A;Accueil de jeunes enfants;3;2014-01-27T00:00:00;31/12/2015;50360;-7227
2091;4;RUE INKERMANN;59000;LILLE;1990;SARL LI CHAN;5610A;Restauration traditionnelle;3;2012-06-28T00:00:00;31/12/2015;49528;-13140
2092;149;RUE D ARRAS;59000;LILLE;2010;NETISA;8121Z;Nettoyage courant des bâtiments;1;2010-02-26T00:00:00;31/12/2015;48697;5092
2093;679;AVENUE DE LA REPUBLIQUE;59800;LILLE;2011;EASYCLIX;9511Z;Réparation d'ordinateurs et d'équipements périphériques;;2014-06-03T00:00:00;31/12/2015;48478;4371
2094;187;RUE NATIONALE;59800;LILLE;2014;CONFORTIS'IMMO;6831Z;Agences immobilières;1;2016-05-15T00:00:00;31/03/2015;48333;-27409
2095;53;RUE SAINT ANDRE;59800;LILLE;2003;COMPTOIR DES ANDES;4719B;Autres commerces de détail en magasin non spécialisé;0;2008-10-27T00:00:00;31/12/2015;48052;-10403
2096;28;RUE BOURIGNON;59000;LILLE;2015;CAR MULTI SERVICES;4531Z;Commerce de gros d'équipements automobiles;;2016-10-13T00:00:00;31/12/2015;47871;-1967
2097;2;RUE DES BONNES RAPPES;59800;LILLE;2008;MARIANNE DEVELOPMENT;6420Z;Activités des sociétés holding;0;2012-01-15T00:00:00;30/04/2015;47380;12679
2098;95;RUE DU CHEVALIER GUIGNETTE;59000;LILLE;2016;C.S.D. E-SANTE;7022Z;Conseil pour les affaires et autres conseils de gestion;1;2016-12-06T00:00:00;30/06/2015;47350;7600
2099;17;RUE DE COURTRAI;59800;LILLE;2010;R & D CONSULTANCY;8559A;Formation continue d'adultes;0;2010-11-02T00:00:00;31/12/2015;46860;14408
2100;285;RUE LEON GAMBETTA;59000;LILLE;2009;CAFE DES ILES;5610C;Restauration de type rapide;1;2009-09-21T00:00:00;31/03/2015;46650;-702
2101;285;RUE LEON GAMBETTA;59000;LILLE;2005;CAFE DES ILES;5610C;Restauration de type rapide;1;2016-07-09T00:00:00;31/03/2015;46650;-702
2102;112;AVENUE DU PEUPLE BELGE;59800;LILLE;2011;NOVILOG;4741Z;Comm. détail ordinateurs unités périph. & logiciels (magas. spéc);0;2015-01-19T00:00:00;31/12/2015;46242;27630
2103;19;RUE ESQUERMOISE;59800;LILLE;2010;JABER ASSIST;8211Z;Services administratifs combinés de bureau;1;2013-06-01T00:00:00;31/12/2015;45882;1889
2104;44;AVENUE MARX DORMOY;59000;LILLE;2002;JC MG DUPARD;6820A;Location de logements;0;2003-01-31T00:00:00;31/12/2015;45717;805
2105;81;RUE GANTOIS;59000;LILLE;1998;PIERRE SOLIDAIRE;6810Z;Activités des marchands de biens immobiliers;0;1998-03-13T00:00:00;31/12/2015;45670;-375
2106;39;RUE D ISLY;59000;LILLE;1995;MAGNIOLA;6820B;Location de terrains et d'autres biens immobiliers;0;2004-10-26T00:00:00;31/12/2015;45576;5313
2107;38;RUE DES CANONNIERS;59800;LILLE;2011;VIZAO;7022Z;Conseil pour les affaires et autres conseils de gestion;;2011-10-21T00:00:00;31/12/2015;45431;265
2108;139;RUE ANNE DELAVAUX;59160;LILLE;2002;LE GARAGE DE LA DELIVRANCE;4511Z;Commerce de voitures et de véhicules automobiles légers;0;2013-05-26T00:00:00;30/06/2015;45382;1345
2109;3;RUE DU FAUBOURG DES POSTES;59000;LILLE;2007;MODE COIFFURE;9602A;Coiffure;1;2010-02-08T00:00:00;31/12/2015;45168;-1162
2110;104;RUE NATIONALE;59800;LILLE;2014;WERESO LILLE;8211Z;Services administratifs combinés de bureau;1;2016-09-28T00:00:00;30/06/2015;45121;-133617
2111;175;RUE NATIONALE;59800;LILLE;2014;ELYNVEST;6630Z;Gestion de fonds;;2014-12-12T00:00:00;31/12/2015;45000;21615
2112;21;AVENUE LE CORBUSIER;59800;LILLE;2013;LEBDIAG;7120B;Analyses, essais et inspections techniques;;2016-02-26T00:00:00;30/09/2015;44936;716
2113;679;AVENUE DE LA REPUBLIQUE;59800;LILLE;2015;TECHNOLOGIA INTERNATIONAL;4618Z;Interm. spécialisés commerce d'autres produits spécifiques;;2015-06-03T00:00:00;31/12/2015;44844;2797
2114;;RUE MASSENA;59800;LILLE;2015;GRAZIANO PIZZA;5610C;Restauration de type rapide;;2016-10-06T00:00:00;31/12/2015;44723;-8695
2115;148;BOULEVARD DE LA LIBERTE;59800;LILLE;2011;ECOLE DE SOPHROLOGIE CAYCEDIENNE DU NORD;8559B;Autres enseignements;1;2016-03-10T00:00:00;31/08/2015;42995;6500
2116;2;RUE DES BOUCHERS;59800;LILLE;2010;THAGAST;5610C;Restauration de type rapide;0;2016-03-09T00:00:00;31/12/2015;42356;1612
2117;57;BOULEVARD DE LA MOSELLE;59000;LILLE;2016;GALATEE;4690Z;Commerce de gros (commerce interentreprises) non spécialisé;;2016-01-29T00:00:00;31/12/2015;41631;-18922
2118;20;RUE ADOLPHE;59800;LILLE;2007;SARL ADOLPHIMMO;6820A;Location de logements;;2011-02-20T00:00:00;31/12/2015;41360;-375
2119;85;RUE DE LENS;59000;LILLE;2013;SARL COCOON COLOC;6820A;Location de logements;0;2016-10-05T00:00:00;31/12/2015;40826;-273
2120;185;RUE NATIONALE;59800;LILLE;2016;FINANCIERE DE COMMERCE;6420Z;Activités des sociétés holding;;2016-04-15T00:00:00;31/12/2015;40000;17001
2121;1;RUE DES SEPT AGACHES;59800;LILLE;2011;SOCIETE DEVELOPPEMENT ET COMMERCE;6420Z;Activités des sociétés holding;;2014-01-28T00:00:00;31/12/2015;40000;25947
2122;121;RUE CHANZY (HELLEMMES);59260;LILLE;2015;NORDSEM;7112B;Ingénierie, études techniques;1;2016-08-29T00:00:00;31/12/2015;39968;-364072
2123;679;AVENUE DE LA REPUBLIQUE;59800;LILLE;2014;CONCEPTUAL-IT;6202A;Conseil en systèmes et logiciels informatiques;1;2016-04-06T00:00:00;31/12/2015;39525;-19307
2124;220;RUE DU FAUBOURG D'ARRAS;59000;LILLE;2008;ARL (ALLIANCE RESEAU DE LOCATION);7711A;Location de courte durée voitures & véhicules auto. légers;;2010-02-09T00:00:00;31/12/2015;39401;371
2125;2;RUE DU PALAIS RIHOUR;59800;LILLE;2010;CARRE EN VUE;4778A;Commerces de détail d'optique;;2013-11-06T00:00:00;31/12/2015;39204;-53536
2126;14;RUE DU VIEUX FAUBOURG;59800;LILLE;2016;HAZGO FRANCE;7022Z;Conseil pour les affaires et autres conseils de gestion;;2016-12-16T00:00:00;31/12/2015;39100;3556
2127;51;RUE MARCEL HENAUX;59000;LILLE;2015;IDEAL LOCATION;7711A;Location de courte durée voitures & véhicules auto. légers;;2015-11-20T00:00:00;31/12/2015;39000;30215
2128;491;AVENUE DE DUNKERQUE LOMME;59160;LILLE;2014;RECYCLEAN;4741Z;Comm. détail ordinateurs unités périph. & logiciels (magas. spéc);1;2015-11-09T00:00:00;31/08/2015;38812;4510
2129;18;RUE DE SAINT AMAND;59800;LILLE;2011;SARL EUROP GROUP COMPAGNY;4669B;Commerce de gros de fournitures et équipements industriels divers;1;2011-08-23T00:00:00;30/09/2015;38799;1191
2130;289;RUE DU FAUBOURG DES POSTES;59000;LILLE;2015;GT BATIMENT;4120A;Construction de maisons individuelles;0;2015-12-01T00:00:00;31/12/2015;38679;92
